"Gardner Family Health Network, Inc.","160 E Virginia St Ste 100, 160 E Virginia St Ste 100, San Jose, CA 95112-5865",www.Gardnerhealth.org,,,,San Jose,CA,95112-5865
GEORGIA HIGHLANDS MEDICAL SERVICE INC,"260 Elm St, 260 Elm St, Cumming, GA 30040-2467",,,,,Cumming,GA,30040-2467
Great Lakes Bay Health Centers,"501 Lapeer Ave, 501 Lapeer Ave, Saginaw, MI 48607-1203",https://greatlakesbayhealthcenters.org,989-759-6448,lgalonska@healthdelivery.org,,Saginaw,MI,48607-1203
St. James Health and Wellness Inc.,"1189 Tibwin Rd, 1189 Tibwin Rd, Mc Clellanville, SC 29458-9405",www.stjamessanteefhc.com,843-887-3274 x106,kkeller@stjamessanteefhc.com,,Mc Clellanville,SC,29458-9405
ROCKING HORSE CHILDREN'S HEALTH CENTER,"651 S Limestone St, 651 S Limestone St, Springfield, OH 45505-1965",www.rockinghorsecenter.org,,,,Springfield,OH,45505-1965
"Baton Rouge Primary Care Collaborative, Inc.","220 Saint Vincent De Paul Dr, 220 Saint Vincent De Paul Dr, Baton Rouge, LA 70802-3808",NA,,,,Baton Rouge,LA,70802-3808
"Sunset Park Health Council, Inc.","150 55th St Ste 1, 150 55th St Ste 1, Brooklyn, NY 11220-2508",,,,,Brooklyn,NY,11220-2508
HUDSON HEADWATERS HEALTH NETWORK,"9 Carey Rd, 9 Carey Rd, Queensbury, NY 12804-7880",www.hhhn.org,,,,Queensbury,NY,12804-7880
"Rainelle Medical Center, Inc.","176 Medical Center Dr, 176 Medical Center Dr, Rainelle, WV 25962-1064",,,,,Rainelle,WV,25962-1064
SOUTH CENTRAL FAMILY HEALTH CENTER,"4425 S Central Ave, 4425 S Central Ave, Los Angeles, CA 90011-3629",,,,,Los Angeles,CA,90011-3629
"NORTHERN OSWEGO COUNTY HEALTH SERVICES, INC","61 Delano St, 61 Delano St, Pulaski, NY 13142-1400",www.nochsi.org,,,,Pulaski,NY,13142-1400
Bay Area Community Health,"39500 Liberty St, 39500 Liberty St, Fremont, CA 94538-2211",,510-252-6811,zpage@bach.health,,Fremont,CA,94538-2211
MOUNTAIN VALLEYS HEALTH CENTERS,"554-850 Medical Center Dr, 554-850 Medical Center Dr, Bieber, CA 96009-8000",,,,,Bieber,CA,96009-8000
"St. Thomas Community Health Center, Inc.","1020 Saint Andrew St, 1020 Saint Andrew St, New Orleans, LA 70130-5022",,504-529-5558 x466,rdarrow@stthomaschc.org,,New Orleans,LA,70130-5022
York County Community Action Corporation,"6 Spruce St, 6 Spruce St, Sanford, ME 04073-2917",n/a,,,,Sanford,ME,04073-2917
"FAMILY HEALTH CARE CLINIC, INC.","4635 Highway 80 E, 4635 Highway 80 E, Pearl, MS 39208-4226",www.familyhealthcareclinic.com,,,,Pearl,MS,39208-4226
Family Healthcare Network,"305 E Center Ave, 305 E Center Ave, Visalia, CA 93291-6331",www.fhcn.org,,,,Visalia,CA,93291-6331
Northeast Valley Health Corporation,"1172 N Maclay Ave, 1172 N Maclay Ave, San Fernando, CA 91340-1328",,818-898-1388,patriciamoraga@nevhc.org,,San Fernando,CA,91340-1328
Ozark Tri-County Health Care Consortium,"475 Nelson Ave, 475 Nelson Ave, Neosho, MO 64850-8825",www.accessfamilycare.org,,,,Neosho,MO,64850-8825
CROSS TRAILS MEDICAL CENTER,"408 S Broadview St, 408 S Broadview St, Cape Girardeau, MO 63703-5725",,573-339-1196 x118,cwarren@crosstrails.us,,Cape Girardeau,MO,63703-5725
"Delaware Valley Community Health, Inc.","1412 Fairmount Ave # 22, 1412 Fairmount Ave # 22, Philadelphia, PA 19130-2908",www.dvch.org,215-778-0606,brobles@dvch.org,,Philadelphia,PA,19130-2908
"FIRST CHOICE PRIMARY CARE, INC.","770 Walnut St Ste 7A, 770 Walnut St Ste 7A, Macon, GA 31201-2635",,,,,Macon,GA,31201-2635
"HEALTH CARE PARTNERS OF SOUTH CAROLINA, INC.","1708 Oak St, 1708 Oak St, Conway, SC 29526-3086",www.hscpsc.com,843-488-6363,jeubanks@hcpsc.org,,Conway,SC,29526-3086
Lifelong Medical Care,"2344 6th St, 2344 6th St, Berkeley, CA 94710-2412",www.lifelongmedical.org,,,,Berkeley,CA,94710-2412
"Mount Vernon Neighborhood Health Center, Inc.","107 W 4th St, 107 W 4th St, Mount Vernon, NY 10550-4002",www.mvnhc.org,914-699-7200 x610,smarcado@mvnhc.org,,Mount Vernon,NY,10550-4002
"Legacy Community Health Services, Inc.","1415 California St, 1415 California St, Houston, TX 77006-2602",,832-548-5170,calexander@legacycommunityhealth.org,,Houston,TX,77006-2602
Lifespring Inc.,"460 Spring St, 460 Spring St, Jeffersonville, IN 47130-3452",www.lifespringhealthsystems.org,,,,Jeffersonville,IN,47130-3452
LINCOLN COUNTY COMMUNITY HEALTH CENTER,"320 E 2nd St, 320 E 2nd St, Libby, MT 59923-2010",www.northwestchc.org,,,,Libby,MT,59923-2010
"JESSIE TRICE COMMUNITY HEALTH SYSTEM, INC.","5607 NW 27th Ave Ste 1, 5607 NW 27th Ave Ste 1, Miami, FL 33142-2826",www.jtchs.org,305-805-1700,jjlawrence@jtchc.org,,Miami,FL,33142-2826
PCC COMMUNITY WELLNESS CENTER,"14 Lake St, 14 Lake St, Oak Park, IL 60302-2606",,,,,Oak Park,IL,60302-2606
"Coastal Family Health Center, Inc.","1046 Division St, 1046 Division St, Biloxi, MS 39530-2935",www.coastalfamilyhealth.org,,,,Biloxi,MS,39530-2935
Fair Haven Community Health Clinic Inc,"374 Grand Ave, 374 Grand Ave, New Haven, CT 06513-3733",www.fhchc.org,203-777-7411,j.oggenfuss@fhchc.org,,New Haven,CT,06513-3733
San Diego Family Care,"6973 Linda Vista Rd, 6973 Linda Vista Rd, San Diego, CA 92111-6342",,,,,San Diego,CA,92111-6342
"Plan De Salud Del Valle, Inc.","203 S Rollie Ave, 203 S Rollie Ave, Fort Lupton, CO 80621-1508",www.saludclinic.org,,,,Fort Lupton,CO,80621-1508
"Valley Family Health Care, Inc.","1441 NE 10th Ave, 1441 NE 10th Ave, Payette, ID 83661-5420",,,,,Payette,ID,83661-5420
"COMMUNITY HEALTH CENTERS OF BURLINGTON, INC.","617 Riverside Ave, 617 Riverside Ave, Burlington, VT 05401-1601",www.chcb.org,,,,Burlington,VT,05401-1601
"SANTA CLARA, COUNTY OF","70 W Hedding St, 70 W Hedding St, San Jose, CA 95110-1705",,,,,San Jose,CA,95110-1705
Esperanza Health Centers,"2001 S California Ave Ste 1, 2001 S California Ave Ste 1, Chicago, IL 60608-2884",www.esperanzachicago.org,,,,Chicago,IL,60608-2884
"SOUTHERN JERSEY FAMILY MEDICAL CENTERS, INC.","1 N White Horse Pike, 1 N White Horse Pike, Hammonton, NJ 08037-1875",www.sjfmc.org,,,,Hammonton,NJ,08037-1875
FAMILY HEALTH SERVICES OF ERIE COUNTY,"1912 Hayes Ave, 1912 Hayes Ave, Sandusky, OH 44870-4736",,,,,Sandusky,OH,44870-4736
EAST CENTRAL OKLAHOMA FAMILY HEALTH CENTER INC,"109 S Main St, 109 S Main St, Wetumka, OK 74883-4015",www.ecofhc.org,,,,Wetumka,OK,74883-4015
Neighborhood Healthcare,"425 N Date St Ste 203, 425 N Date St Ste 203, Escondido, CA 92025-3413",www.nhcare.org,760-520-8375,rakeshp@nhcare.org,,Escondido,CA,92025-3413
"FAMILY HEALTH CENTERS OF SAN DIEGO, INC.","823 Gateway Center Way, 823 Gateway Center Way, San Diego, CA 92102-4541",,,,,San Diego,CA,92102-4541
"LA CLINICA DE LOS CAMPESINOS, INC.","400 S Townline Rd, 400 S Townline Rd, Wautoma, WI 54982-6922",www.famhealth.com,,,,Wautoma,WI,54982-6922
Southeast Community Health Systems,"6351 Main St, 6351 Main St, Zachary, LA 70791-4038",,225-306-2014,thwright@shchc.org,,Zachary,LA,70791-4038
KALIHI PALAMA HEALTH CENTER,"915 N King St, 915 N King St, Honolulu, HI 96817-4544",www.kphc.org,,,,Honolulu,HI,96817-4544
Riverside County Health System,"4065 County Circle Dr Ste 304, 4065 County Circle Dr Ste 304, Riverside, CA 92503-3410",http://www.rivco-familycarecenters.org/Locations/Banning.aspx,,,,Riverside,CA,92503-3410
"Rural Health Medical Program, Inc.","101 Park Pl, 101 Park Pl, Selma, AL 36701-6764",www.rhmpi.com,,,,Selma,AL,36701-6764
HUDSON HEADWATERS HEALTH NETWORK,"9 Carey Rd, 9 Carey Rd, Queensbury, NY 12804-7880",www.hhhn.org,,,,Queensbury,NY,12804-7880
"Bear Lake Community Health Center, Inc.","325 W Logan Rd, 325 W Logan Rd, Garden City, UT 84028-7754",,,,,Garden City,UT,84028-7754
Care For The Homeless,"30 E 33rd St Fl 5, 30 E 33rd St Fl 5, New York, NY 10016-5337",www.nyfsc.org/services/housing_daly.html,,,,New York,NY,10016-5337
"Hudson River Healthcare, Inc.","1037 Main St, 1037 Main St, Peekskill, NY 10566-2913",,914-924-4923,lreid@hrhcare.org,,Peekskill,NY,10566-2913
"CUMBERLAND FAMILY MEDICAL CENTER, INC.","360 Keen St Ste 500, 360 Keen St Ste 500, Burkesville, KY 42717-7944",,270-858-6655,tantle@cfmcky.com,,Burkesville,KY,42717-7944
SUNRISE CLINICS,"117 CAMINO DE VIDA STE 300, 117 CAMINO DE VIDA STE 300, SANTA ROSA, NM 88435-2267",www.SunriseClinicsNM.org,505-918-6093,randal.brown@sunrisenm.org,,SANTA ROSA,NM,88435-2267
"BOUNDARY REGIONAL COMMUNITY HEALTH CENTER, INC.","6635 Comanche St, 6635 Comanche St, Bonners Ferry, ID 83805-7523",www.kchnorthidaho.org,,,,Bonners Ferry,ID,83805-7523
"Lowell Community Health Center, Inc.","161 Jackson St, 161 Jackson St, Lowell, MA 01852-2103",www.lchealth.org,978-937-9700,rajeshmd@lchealth.org,,Lowell,MA,01852-2103
Mountain Family Health Centers,"1905 Blake Ave Ste 101, 1905 Blake Ave Ste 101, Glenwood Springs, CO 81601-4206",www.mountainfamily.org,970-945-2480 x7257,drigli@mountainfamily.org,,Glenwood Springs,CO,81601-4206
H I V/ A I D S Alliance For Region Two Inc,"4550 North Blvd Ste 250, 4550 North Blvd Ste 250, Baton Rouge, LA 70806-4013",http://www.haartinc.org,225-921-5196 x59113,linda.matessino@ohcc.org,,Baton Rouge,LA,70806-4013
"Charlotte Community Health Clinic, Inc","8401 Medical Plaza Dr Ste 300, 8401 Medical Plaza Dr Ste 300, Charlotte, NC 28262-8702",http://charlottecommunityhealthclinic.org/,,,,Charlotte,NC,28262-8702
"Community Health Clinics, Inc.","211 16th Ave N, 211 16th Ave N, Nampa, ID 83687-4058",,208-467-4431,tfife@trhs.org,,Nampa,ID,83687-4058
Clinica Sierra Vista,"1430 Truxtun Ave Ste 400, 1430 Truxtun Ave Ste 400, Bakersfield, CA 93301-5220",www.clinicasierravista.org,661-635-3050 x2153,stacy.ferreira@clinicasierravista.org,,Bakersfield,CA,93301-5220
"Dayspring Health, Inc.","107 S Main St, 107 S Main St, Jellico, TN 37762-2154",N/A,,,,Jellico,TN,37762-2154
"Jefferson Community Health Care Centers, Inc","4028 Highway 90 W, 4028 Highway 90 W, Avondale, LA 70094-2622",http://www.jchcc.org/,,,,Avondale,LA,70094-2622
El Dorado County Community Health Center,"4327 Golden Center Dr Ste 1, 4327 Golden Center Dr Ste 1, Placerville, CA 95667-6287",,530-350-7839,akelley@edchc.org,,Placerville,CA,95667-6287
"Bluestone Health Association, Inc.","3997 Beckley Rd, 3997 Beckley Rd, Princeton, WV 24740-7660",,,,,Princeton,WV,24740-7660
Peninsula Community Health Services,"400 Warren Ave Ste 200, 400 Warren Ave Ste 200, Bremerton, WA 98337-1467",www.pchsweb.org,360-478-2366,kjennings@pchsweb.org,,Bremerton,WA,98337-1467
"FAMILY HEALTH CENTERS OF SAN DIEGO, INC.","823 Gateway Center Way, 823 Gateway Center Way, San Diego, CA 92102-4541",www.fhcsd.org,,,,San Diego,CA,92102-4541
Pines Health Services,"74 Access Hwy, 74 Access Hwy, Caribou, ME 04736-3807",www.pineshealthservices.org,,,,Caribou,ME,04736-3807
Circle the City,"300 W Clarendon Ave Ste 200, 300 W Clarendon Ave Ste 200, Phoenix, AZ 85013-3422",www.circlethecity.org,480-562-6730,astewart@circlethecity.org,,Phoenix,AZ,85013-3422
"SERVE THE PEOPLE, INC.","1206 E 17th St Ste 101, 1206 E 17th St Ste 101, Santa Ana, CA 92701-2641",www.serve-the-people.com,714-352-2911,bbecerra@servethepeoplechc.org,,Santa Ana,CA,92701-2641
"Valley Health Systems, Inc.","3377 US Route 60, 3377 US Route 60, Huntington, WV 25705-2837",,,,,Huntington,WV,25705-2837
Tri-State Community Health Center,"130 W High St, 130 W High St, Hancock, MD 21750-1143",www.tschc.com,,,,Hancock,MD,21750-1143
"Regence Health Network, Inc.","2801 W 8th St, 2801 W 8th St, Plainview, TX 79072-6737",www.regencehealth.net,,,,Plainview,TX,79072-6737
SALUD PARA LA GENTE,"195 Aviation Way Ste 200, 195 Aviation Way Ste 200, Watsonville, CA 95076-2059",www.splg.org,,,,Watsonville,CA,95076-2059
"NORTHEAST MISSOURI HEALTH COUNCIL, INC.","1416 Crown Dr, 1416 Crown Dr, Kirksville, MO 63501-2548",http://www.nmhcinc.org,660-627-5757 x14,elymer@nmhcinc.org,,Kirksville,MO,63501-2548
People's Community Clinic,"2909 N Interstate 35, 2909 N Interstate 35, Austin, TX 78722-2304",www.austinpcc.org,,,,Austin,TX,78722-2304
Alabama Regional Medical Services,"712 25th St N, 712 25th St N, Birmingham, AL 35203-2400",www.alabamaarms.org,205-407-5600 x5681,tfoster@arms.healthcare,,Birmingham,AL,35203-2400
"Plan De Salud Del Valle, Inc.","203 S Rollie Ave, 203 S Rollie Ave, Fort Lupton, CO 80621-1508",,,,,Fort Lupton,CO,80621-1508
Sea-Mar Community Health Center,"1040 S Henderson St, 1040 S Henderson St, Seattle, WA 98108-4720",www.seamar.org,206-763-5277,dustingreer@seamarchc.org,,Seattle,WA,98108-4720
"Southern Illinois Health Care Foundation, Inc.","2041 Goose Lake Rd, 2041 Goose Lake Rd, Sauget, IL 62206-2822",,618-215-8148,pbrodie@sihf.org,,Sauget,IL,62206-2822
Turner House Clinic Inc.,"21 N 12th St Ste 300, 21 N 12th St Ste 300, Kansas City, KS 66102-5105",,913-320-2607,psallee@vibranthealthkc.org,,Kansas City,KS,66102-5105
"CUMBERLAND FAMILY MEDICAL CENTER, INC.","360 Keen St Ste 500, 360 Keen St Ste 500, Burkesville, KY 42717-7944",,270-858-6655,tantle@cfmcky.com,,Burkesville,KY,42717-7944
Mountain Park Health Center,"3003 N Central Ave Ste 1600, 3003 N Central Ave Ste 1600, Phoenix, AZ 85012-2908",,,,,Phoenix,AZ,85012-2908
"SCENIC BLUFFS HEALTH CENTER, INC","238 Front St, 238 Front St, Cashton, WI 54619-2002",,608-654-5100 x267,sbarker@scenicbluffs.org,,Cashton,WI,54619-2002
Bay Area Community Health,"39500 Liberty St, 39500 Liberty St, Fremont, CA 94538-2211",,510-252-6811,zpage@bach.health,,Fremont,CA,94538-2211
"RURAL HEALTH CARE, INC.","202 Island Dr Ste 1, 202 Island Dr Ste 1, Fort Pierre, SD 57532-7303",www.ruralhc.net,,,,Fort Pierre,SD,57532-7303
"SANTA CRUZ, COUNTY OF","1080 Emeline Ave, 1080 Emeline Ave, Santa Cruz, CA 95060-1966",santacruzhealth.org,,,,Santa Cruz,CA,95060-1966
"Access Family Health Services, Inc.","63450 Highway 25 N, 63450 Highway 25 N, Smithville, MS 38870-9745",www.accessfamilyhealth.com,,,,Smithville,MS,38870-9745
"Community Health Centers Of The Central Coast, Inc.","150 Tejas Pl, 150 Tejas Pl, Nipomo, CA 93444-9123",WWW.CHCCC.ORG,,,,Nipomo,CA,93444-9123
Lake Superior Community Health Center,"4325 Grand Ave, 4325 Grand Ave, Duluth, MN 55807-2730",,218-624-6586,sleuck@lschc.org,,Duluth,MN,55807-2730
"CHOPTANK COMMUNITY HEALTH SYSTEM, INC.","301 Randolph St, 301 Randolph St, Denton, MD 21629-1243",www.choptankhealth.org,,,,Denton,MD,21629-1243
"SANTA CRUZ, COUNTY OF","1080 Emeline Ave, 1080 Emeline Ave, Santa Cruz, CA 95060-1966",www.santacruzhealth.org,,,,Santa Cruz,CA,95060-1966
Community Health Of Central Washington,"501 S 5th Ave, 501 S 5th Ave, Yakima, WA 98902-3550",www.chcw.org,509-949-4636,deborah.gauck@gmail.com,,Yakima,WA,98902-3550
"Multnomah, County of","501 SE Hawthorne Blvd Ste 531, 501 SE Hawthorne Blvd Ste 531, Portland, OR 97214-3587",//multco.us,,,,Portland,OR,97214-3587
"CLINICA DE FAMILIA INC, LA","385 Calle De Alegra Ste A, 385 Calle De Alegra Ste A, Las Cruces, NM 88005-3423",www.lcdfnm.org,,,,Las Cruces,NM,88005-3423
Norton Sound Health Corporation,"Greg Kruschek Ave, Greg Kruschek Ave, Nome, AK 99762",WWW.NORTONSOUNDHEALTH.ORG,,,,Nome,AK,99762
"LONE STAR COMMUNITY HEALTH CENTER, INC","605 S Conroe Medical Dr, 605 S Conroe Medical Dr, Conroe, TX 77304-4722",,,,,Conroe,TX,77304-4722
Penobscot Community Health Center,"103 Maine Ave, 103 Maine Ave, Bangor, ME 04401-4330",,,,,Bangor,ME,04401-4330
DENVER HEALTH AND HOSPITALS AUTHORITY,"777 Bannock St, 777 Bannock St, Denver, CO 80204-4507",,303-602-6429,patricia.braun@dhha.org,,Denver,CO,80204-4507
Betances Health Center,"280 Henry St, 280 Henry St, New York, NY 10002-5808",www.betances.org,212-227-8401 x101,jtsien@betances.org,,New York,NY,10002-5808
"Chiricahua Community Health Centers, Inc.","10566 N Highway 191, 10566 N Highway 191, Elfrida, AZ 85610-9021",cchci@cchci.org,,,,Elfrida,AZ,85610-9021
GARFIELD HEALTH CENTER,"210 N GARFIELD AVE STE 203, 210 N GARFIELD AVE STE 203, MONTEREY PARK, CA 91754-1746",,626-300-9939,garfieldhealthcenter@gmail.com,,MONTEREY PARK,CA,91754-1746
"North Mississippi Primary Health Care, Inc.","15921 Boundary Dr, 15921 Boundary Dr, Ashland, MS 38603-7740",www.nmphc.org,,,,Ashland,MS,38603-7740
San Diego Family Care,"6973 Linda Vista Rd, 6973 Linda Vista Rd, San Diego, CA 92111-6342",sdfamilycare.org,,,,San Diego,CA,92111-6342
Texas Tech University Health Sciences Center,"3601 4th St, 3601 4th St, Lubbock, TX 79430-0002",www.ttuhsc.edu/son,,,,Lubbock,TX,79430-0002
"Regence Health Network, Inc.","2801 W 8th St, 2801 W 8th St, Plainview, TX 79072-6737",www.rhnmd.com,,,,Plainview,TX,79072-6737
"Southwest Colorado Mental Health Center, Inc.","185 Suttle St, 185 Suttle St, Durango, CO 81303-8276",,,,,Durango,CO,81303-8276
"Metro Family Practice, Inc.","1789 S Braddock Ave Ste 410, 1789 S Braddock Ave Ste 410, Pittsburgh, PA 15218-1881",,412-247-5546,mmingrone@metrofamilypractice.org,,Pittsburgh,PA,15218-1881
El Dorado County Community Health Center,"4327 Golden Center Dr Ste 1, 4327 Golden Center Dr Ste 1, Placerville, CA 95667-6287",www.edcchc.org,530-350-7839,akelley@edchc.org,,Placerville,CA,95667-6287
"TREASURE COAST COMMUNITY HEALTH, INC.","12196 County Road 512, 12196 County Road 512, Fellsmere, FL 32948-5463",N/A,,,,Fellsmere,FL,32948-5463
"North Country Healthcare, Inc.","2920 N 4th St, 2920 N 4th St, Flagstaff, AZ 86004-1816",www.northcountryhealthcare.org,,,,Flagstaff,AZ,86004-1816
HENNEPIN COUNTY,"1313 Penn Ave N, 1313 Penn Ave N, Minneapolis, MN 55411-3047",,,,,Minneapolis,MN,55411-3047
"Mercy Health Services, Inc.","1113 Murfreesboro Rd Ste 319, 1113 Murfreesboro Rd Ste 319, Franklin, TN 37064-1312",,615-790-0567 x212,rhondas@mercytn.org,,Franklin,TN,37064-1312
"CLINICA DE FAMILIA INC, LA","385 Calle De Alegra Ste A, 385 Calle De Alegra Ste A, Las Cruces, NM 88005-3423",www.lcdfnm.org,,,,Las Cruces,NM,88005-3423
Family Healthcare Network,"305 E Center Ave, 305 E Center Ave, Visalia, CA 93291-6331",www.fhcn.org,,,,Visalia,CA,93291-6331
"CINCINNATI HEALTH NETWORK INC, THE","2825 Burnet Ave Ste 232, 2825 Burnet Ave Ste 232, Cincinnati, OH 45219-2426",N/A,513-382-7064,kbennett@cintihealthnetwork.org,,Cincinnati,OH,45219-2426
"CLINICA DE FAMILIA INC, LA","385 Calle De Alegra Ste A, 385 Calle De Alegra Ste A, Las Cruces, NM 88005-3423",,,,,Las Cruces,NM,88005-3423
Hidalgo Medical Services,"530 De Moss St, 530 De Moss St, Lordsburg, NM 88045-2617",www.hmsnm.org,575-597-2481 x2481,afrost@hmsnm.org,,Lordsburg,NM,88045-2617
Golden Valley Health Centers,"737 W Childs Ave, 737 W Childs Ave, Merced, CA 95341-6805",https://www.gvhc.org/,,,,Merced,CA,95341-6805
WellSpace Health,"1820 J St, 1820 J St, Sacramento, CA 95811-3010",,,,,Sacramento,CA,95811-3010
"ADVOCATES FOR A HEALTHY COMMUNITY, INC.","618 N Benton Ave Ste 100, 618 N Benton Ave Ste 100, Springfield, MO 65806-1102",,,,,Springfield,MO,65806-1102
NEW YORK CITY HEALTH AND HOSPITALS CORPORATION,"125 Worth St Rm 514, 125 Worth St Rm 514, New York, NY 10013-4006",,,,,New York,NY,10013-4006
Avenal Community Health Center,"555 E St, 555 E St, Lemoore, CA 93245-2617",www.ariachc.org,559-316-4192,jkalfayan@ariachc.org,,Lemoore,CA,93245-2617
"MEDICAL RESOURCE CENTER FOR RANDOLPH COUNTY, INC.","1831 N Fayetteville St, 1831 N Fayetteville St, Asheboro, NC 27203-3273",,,,,Asheboro,NC,27203-3273
HEALTHY CONNECTIONS INC,"136 Health Park Dr, 136 Health Park Dr, Mena, AR 71953-9072",www.healthy-connections.org,,,,Mena,AR,71953-9072
"Migrant Health Center Western Region, Inc.","491 Calle Dr Ramon Emeterio Betances S, 491 Calle Dr Ramon Emeterio Betances S, Sábalos, PR 00680",www.migrantspr.com,787-833-5890 x0217,mhc@migrantspr.com,,Sábalos,PR,00680
"HealthPoint Family Care, Inc.","215 E 11th St, 215 E 11th St, Newport, KY 41071-2203",www.healthpointfc.org,,,,Newport,KY,41071-2203
Family Healthcare Network,"305 E Center Ave, 305 E Center Ave, Visalia, CA 93291-6331",www.fhcn.org,,,,Visalia,CA,93291-6331
TRAVIS COUNTY HEALTHCARE DISTRICT,"1111 E Cesar Chavez St Ste B, 1111 E Cesar Chavez St Ste B, Austin, TX 78702-4209",,,,,Austin,TX,78702-4209
"Valley Health Systems, Inc.","3377 US Route 60, 3377 US Route 60, Huntington, WV 25705-2837",,,,,Huntington,WV,25705-2837
Powell Health Care Coalition,"128 N Bent St, 128 N Bent St, Powell, WY 82435-2712",,,,,Powell,WY,82435-2712
"Marana Health Center, Inc.","13395 N Marana Main St, 13395 N Marana Main St, Marana, AZ 85653-7008",www.mhchealthcare.org,,,,Marana,AZ,85653-7008
"Citrus Health Network, Inc.","4175 W 20th Ave, 4175 W 20th Ave, Hialeah, FL 33012-5874",,,,,Hialeah,FL,33012-5874
"Sterling Health Solutions, Inc.","209 N Maysville St Ste 200, 209 N Maysville St Ste 200, Mount Sterling, KY 40353-1179",www.sterlinghealthky.org,859-404-7686,fmahoney@sterlinghealthky.org,,Mount Sterling,KY,40353-1179
"VALLEY WIDE HEALTH SYSTEMS, INC.","128 Market St, 128 Market St, Alamosa, CO 81101-2290",www.vwhs.org,,,,Alamosa,CO,81101-2290
"URBAN HEALTH PLAN, INC.","1065 Southern Blvd, 1065 Southern Blvd, Bronx, NY 10459-2417",www.urbanhealthplan.org,718-991-4833,paloma.hernandez@urbanhealthplan.org,,Bronx,NY,10459-2417
Columbia Basin Health Association,"1515 E Columbia St, 1515 E Columbia St, Othello, WA 99344-1846",www.cbha.org,,,,Othello,WA,99344-1846
Community Health Care Systems Inc,"2251 W Elm St, 2251 W Elm St, Wrightsville, GA 31096-2017",www.chcsga.org,478-552-7384 x1211,cbelcher@chcsga.org,,Wrightsville,GA,31096-2017
North East Medical Services,"1520 Stockton St, 1520 Stockton St, San Francisco, CA 94133-3354",http://www.nems.org/,,,,San Francisco,CA,94133-3354
DENA' NENA' HENASH,"122 1st Ave Ste 600, 122 1st Ave Ste 600, Fairbanks, AK 99701-4871",www.tananachiefs.org,907-452-8251 x3142,jacoline.bergstrom@tananachiefs.org,,Fairbanks,AK,99701-4871
SALUD PARA LA GENTE,"195 Aviation Way Ste 200, 195 Aviation Way Ste 200, Watsonville, CA 95076-2059",,,,,Watsonville,CA,95076-2059
"Little River Medical Center, Inc.","4303 Live Oak Dr, 4303 Live Oak Dr, Little River, SC 29566-9138",,843-663-8001,pdavis@lrmcenter.com,,Little River,SC,29566-9138
LAWNDALE CHRISTIAN HEALTH CENTER,"3860 W Ogden Ave, 3860 W Ogden Ave, Chicago, IL 60623-2460",www.lawndale.org,,,,Chicago,IL,60623-2460
"Three Lower Counties Community Services, Inc.","32033 Beaver Run Dr, 32033 Beaver Run Dr, Salisbury, MD 21804-1773",https://chesapeakehc.org,410-749-1015 x1608,jswanton@chesapeakehc.org,,Salisbury,MD,21804-1773
"CODMAN SQUARE HEALTH CENTER, INC","637 Washington St, 637 Washington St, Boston, MA 02124-3510",http://www.codman.org,,,,Boston,MA,02124-3510
YAKIMA VALLEY FARM WORKERS CLINIC,"604 W 1st Ave, 604 W 1st Ave, Toppenish, WA 98948-1500",www.yvfwc.org,,,,Toppenish,WA,98948-1500
"Rutherford County Primary Care Clinic, Inc.","1453 Hope Way, 1453 Hope Way, Murfreesboro, TN 37129-3140",www.hopeclnc.org,,,,Murfreesboro,TN,37129-3140
Ocean Health Initiatives Inc.,"3600 State Route 66 Ste 400, 3600 State Route 66 Ste 400, Neptune, NJ 07753-2645",www.ohinj.org,732-363-6655 x8909,gfleischer@ohinj.org,,Neptune,NJ,07753-2645
"Community Health Clinics, Inc.","211 16th Ave N, 211 16th Ave N, Nampa, ID 83687-4058",www.trhs.org,208-467-4431,tfife@trhs.org,,Nampa,ID,83687-4058
"Coastal Family Health Center, Inc.","1046 Division St, 1046 Division St, Biloxi, MS 39530-2935",,,,,Biloxi,MS,39530-2935
"CENTRAL NORTH ALABAMA HEALTH SERVICES, INC.","110 Walker Ave NE, 110 Walker Ave NE, Huntsville, AL 35801-4739",www.cnahsi.com,256-534-8659 x1400,nstewart@cnahsi.com,,Huntsville,AL,35801-4739
"COMMUNITY HEALTH CENTER OF FORT DODGE, INC","126 N 10th St, 126 N 10th St, Fort Dodge, IA 50501-3915",www.chcfortdodge.com,,,,Fort Dodge,IA,50501-3915
"CHOPTANK COMMUNITY HEALTH SYSTEM, INC.","301 Randolph St, 301 Randolph St, Denton, MD 21629-1243",www.choptankhealth.org,,,,Denton,MD,21629-1243
"COMMUNITY HEALTH CENTER OF SOUTHEAST KANSAS, INC.","3011 N Michigan St, 3011 N Michigan St, Pittsburg, KS 66762-2546",,,,,Pittsburg,KS,66762-2546
"Star Community Health, Inc.","520 E Broad St Ste 108, 520 E Broad St Ste 108, Bethlehem, PA 18018-6330",starcommunityhealth.org,610-216-7489,Laura.hetrick@starcommunityhealth.org,,Bethlehem,PA,18018-6330
TRAVIS COUNTY HEALTHCARE DISTRICT,"1111 E Cesar Chavez St Ste B, 1111 E Cesar Chavez St Ste B, Austin, TX 78702-4209",,,,,Austin,TX,78702-4209
"Community Health Centers Of Pinellas, Inc.","14100 58th St N, 14100 58th St N, Clearwater, FL 33760-9900",www.chcpinellas.org,,,,Clearwater,FL,33760-9900
